text,label,label_enc
ஒவ்வோ🤣🤣🤣ந்தை பிபிபிஏ நே விஆர்ஏ லெவல் டா சிரிப்பு தாங்கள,Non_hope_speech,1
இந்தியாவை விட ராணுவத்தில் சீனா கூடுதல் பலம் பெற்றிருக்கிறது என்று தெரிகிறது.  ஆனாலும் போர் வந்தால் இந்தியா ராணுவத்திற்கு மோடி,Non_hope_speech,1
இது உங்கள் சுதந்திரத்தை பறிக்க இது ஒரு வழி இந்த நேரத்தில் உங்களை என்ன வேண்டுமானலும் செய்யலாம் கொரானவதும் மயிராவதும்,Non_hope_speech,1
ஹி சபிதா துகளியா,Hope_speech,0
பிரோ அப்க் மோட் ஆப்ஸ் டா இன்ஸ்டால் பண்ணுறது சேஃப் பா,Hope_speech,0
பிரோ ப்612 ஆப் யூஎஸ்இ பண்ணலாமா..... ஏஎன்டிஎன் ஸ்னாப்ட்யூப் ஆப் யூஎஸ்இ பண்ணல மானந்த் பேஸ்புக்,Non_hope_speech,1
இந்தியா  சீனாவை வென்று நம் நாட்டின் பரப்பளவை அதிகரிக்க போகிரது,Hope_speech,0
1967 போர் பாத்ரி சொல்லவில்லை,Non_hope_speech,1
இ சிஏஎன்'ட் அன்இன்ஸ்டால் பப்க்,Non_hope_speech,1
நீங்க சொன்ன ஆப்லாம் நான் இதுவரை பயன்படுத்தியதே இல்லை. வாழ்நாளில் 90 %  இந்திய பொருட்களை மட்டுமே பயன்படுத்துகிறேன்.,Non_hope_speech,1
முடல்ல இதை பெசரத நிறுதிட்டு குஜராத் பிக் பிசினீஸ் மான் சீனா வில் வைட்டிருக்கும் பிசினஸ் டை உப் கேன்சல் பண்ணறத பாத்ரி பேசு,Hope_speech,0
வாயை மூடி பெசவும் படம் மாரி தா பண்ணனும்,Non_hope_speech,1
@வர்ணஜலம் மினி கிராஃப்ட்ஸ் ஆமா அக்கா,Non_hope_speech,1
என்னப இத வைரஸ் தொல தங்க முடியல,Non_hope_speech,1
மே பே இருகலேம்,Non_hope_speech,1
சீனா காரன் நம்ம்மை ஹாக் பன்னிருவன் டு நம்ம இத தடை செய்ய வேண்டாம். இந்த மாரி கொடிய சைத்தான் கள்கிட்ட இருந்து மக்கள காப்பாத்த ணும்னு தடை செய்யணும்,Non_hope_speech,1
அன்னா பிஎல்எஸ் டோ மதுரை ஹோம் விளாக்,Hope_speech,0
பிரோ ஒனே பிளஸ் 7 ப்ரோ புக் பண்ணியாச்சு  என்ன பண்ணுவென் ரிப்ளை பண்ணுக,Hope_speech,0
இதுக்கு வந்து நம்ம அரசாங்கம் ஒத்துவருமா ஜி,Non_hope_speech,1
நா எருக்க பிரோ,Hope_speech,0
சீனாதான் வெல்வான் ஈழத்தமிழனை இந்தியா முதுகில் குத்தியநாடு இந்தியா அழிந்தால் மிக்கசந்தோசம்,Non_hope_speech,1
சேம் கான்செப்ட் அஹ் அகைன் ஆண்ட் அகைன் பேசுரா மாதிரி இருகு,Non_hope_speech,1
உன் நாட்டுக்கு எமன் இந்தியன் தாண்டி மவனே டேய் இது1962இல்ல  இது 2020  என் மக்கள் அனைவரும் கூடி வர கூடிய இந்தியா ஓடிரு.......,Hope_speech,0
நீயங்க எப்பா வீடியோ பூட்டலும் நான் பாக ரெடி பிரோ உ ர் மை இன்ஸ்பிரேஷன் பெர்சன் பிரோ எனகு தெரியத நேர்யா விஷ்யதா உங்க வீடியோ லா பாது லெர்ன் பன்றான் புரிங்கா எனகு யூஸ்ஃபுல் ஹா இராக்கு தங்க் உ ப்ரோவ்,Hope_speech,0
புலி பதுங்குவது பாய்வதற்கு தான்,Hope_speech,0
பிரோ சூன் வே வில் வின் என்டயர் வர்ல்ட்,Non_hope_speech,1
ஆல்டர்நேட்டிவ் ஆப்ஷன்ஸ் எல்லா பிரோ மொபைலேக்கு  ஞ்சைன்ஸ் மொபைல் சீப் ஆண்ட் பெஸ்டா எருகு ந்சாம்சங் வங்களம்னு பத பிரைஸ் அதிகாமா எருகு,Hope_speech,0
அமா பிரோ பண்ணலம்,Hope_speech,0
8 பிஎம் குள்ள வீடியோ அப்லோட் பனுங்க அன்னா,Hope_speech,0
அப்டியே நெண்களும் சீனா மொபைல் ரிவ்யூ பன்ரத கொறச்சுகொங்க பிரோ,Non_hope_speech,1
பாம்புல வெசந்தா இருக்கும் விசமி இல்லை. நன்பா,Hope_speech,0
ஹெலோ அப்கு மற்று எனா ஆப் இருகு பிரோ வாட்ஸ்அப் ஸ்டேட்டஸ் கு யூஎஸ்இ அகுரா மாரி,Hope_speech,0
பிர்ஸ்ட் வியூன்ஃபர்ஸ்ட் வியூ,Non_hope_speech,1
அப்டினா கொரோனா தொலை முடிஞ்சுரும பிரோ,Hope_speech,0
டாய் மைக்ரோமாக்ஸ் எல்லதுக்கும் நே தான் காரணமா,Non_hope_speech,1
நீங்க கொஞ்சம் பொறுமய சொல்லுங்க. பிசிஎஸ் நெக்ஸ்ட் நெக்ஸ்ட் நு சொல்லு பொது பிரிவியஸ் மறந்துடுது. சோ பிஎல்எஸ்,Hope_speech,0
நண்பா நம்ம வீடியோவும் பாருங்க கண்டிப்பா பிடிக்கும் பிடித்தால் சப்போர்ட் பண்ணுங்க,Hope_speech,0
இஸ்லாம் மார்க்கத்தில் உணவில் ஹலால் ஹராம் பற்றி குர்ஆனிலும்  ஸுன்னாவிலும் கூறப்பட்டுள்ளது...,Non_hope_speech,1
டெய் சப்பா மூகா *த ஒனக்கு அவ்லோதா லிமிட் உஹ்!,Non_hope_speech,1
வேடிக்க பர்க்க வெண்டிதன்,Non_hope_speech,1
அப்துல் கலாம் ஏவு கணை வச்சு எத்தனை  பே ரை கொள்ள முடியும் பைசா பணம் டப்பு  பொரு லாதாரம் வேணும்  அது தான் அம்பானிட்டயும் அதாணிட்டயும் கஜானாவை காலி பண்ணி  கொடுத்தா ச்சே   என்ன தான்  செய்ய முடியும் வாயால வடை மட்டும் சுட முடியும்,Hope_speech,0
ஜூம் ஆப் - கூகிள் மீட்  இர்ருக்கு பிரோ,Hope_speech,0
அன்னா அப்போ ஆப்பிள் மொபைல்,Hope_speech,0
பிரோ..சித்த மெடிசின் பதி ஒரு வீடியோ பொடுங்க..மேக்,Hope_speech,0
பிரோ நெக்க பேசமா நியூஸ் சேனல் அஹா மரிருஇங்க,Non_hope_speech,1
அன்னா ஒரு லிக்கு பிஎல்எஸ்,Hope_speech,0
ஹாஹா ப்4 கோரியன் டிராமா,Hope_speech,0
ஐஎம் யூசிங் நாத்திங் இன் டாட்,Hope_speech,0
பரவ இல்லிய அன்கிள் நிப்பா பிஎச்என் சிப் பதி லாம் பேசுரரு நீங்களம் எஃப்பி லா போய் நைஸ் பூப்ஸ் நு கமெண்ட் மட்டும் தன் பண்ணுவீங்க நு நெனச்சென்,Non_hope_speech,1
கைன்மாஸ்டர் விடா விவா வீடியோ பெரிய ஆப் அஹ்,Non_hope_speech,1
பிரோ நேகா செயின் பொடு கா ..உ'எல்எல் லூக் ருகெடெட்,Hope_speech,0
ஹெலோ ஆப் ஆல்டர்நேட்டிவ் பொடுங்க பிரோ,Hope_speech,0
சீனா காரே சும்மாவே இருக்க மாற்றன்,Non_hope_speech,1
பிரோ நியூ மெடிசின் எனமோ கண்டு புடிச்சி இருகங்க நு சோனகா... ஹைதராபாத் லா.. அத பதி சொலுங்க பிரோ!!!,Hope_speech,0
ஒரு 7 பிஎம் கு ஒக் நா வீடியோ பொடலம் பிரோ ஒக் இலா நா வெனா,Hope_speech,0
வேரா லெவல் பிரோ நீக,Hope_speech,0
ஐயோ பயாமா இருகே,Non_hope_speech,1
பிரோ அம்பானி நெனைச்சா ஜியோ போன் அப்டேட் பண்ளமா பிரோ பெக்காஸ் அவங்க கிட்ட நெறிய இன்வெஸ்ட்மெண்ட் வந்து இர்ருகு பிரோ சொல்லுங்க பிரோ?,Non_hope_speech,1
ஒரு மனுசன் உயிர குடுத்து வீடியோ பொடுரன் நீங்க இன்னும் பப்க் விளயாடுறீங்கள,Non_hope_speech,1
பிரோ ஸ்டேட்டஸ் எடுக்க சிறந்த ஆப் எது,Non_hope_speech,1
டிக் டாக் மட்டும் அன்இன்ஸ்டால் ரிமூவ் பனுனா பொது,Non_hope_speech,1
பொடி ஆடிட்டு வந்துடா,Non_hope_speech,1
அப்போ இன்ஃபினிக்ஸ் பிரோ??,Non_hope_speech,1
7 நுக்கு மாலா போட்ட கரெக்ட் டா இருக்கும்,Hope_speech,0
சீனா கரன் பாகுறதெலம் திம்பனுங்க போலா,Non_hope_speech,1
பிரோ நீக யாபவென போஸ்ட் பண்ணுக நாகப்பப்போம் ஆன 8 க்ளாக் பெஸ்ட்,Hope_speech,0
இதுல இருந்து என தெரியுதுன.........சீனா வந்து கொரோனாவுக்கு மெடிசின் கண்டுபுடுச்சு.........எல்லா கவுண்ட்ரி  உம்  ஆலயா விடபொறங்க..............,Hope_speech,0
சிங்காரி வொர்க் ஆக மாட்டுது பிரோ,Non_hope_speech,1
பிரோ யனக்கு ஷேரிட் வருது,Hope_speech,0
என்னும சீனா சோல்ட்ராதா நம்பிட்டு எருகிங்க 🤔,Hope_speech,0
நாங்க இருக்கிறோம் வாய  பொத்து  டிக் டாக் இல்லாம நீ செத்துடுவியா,Non_hope_speech,1
பிரோ... சே பாஜா பதி ஒரு வீடியோ பொடுங்க பிரோ,Non_hope_speech,1
அன்னா சாம்சங் ம்31 புல் ரிவ்யூ பனுங்க பிஎல்எஸ்,Non_hope_speech,1
என் மொபைல் சேஃப்,Hope_speech,0
அதற்காக தான் தேவை இல்லாத உணவுகளை உண்ண கூடாது என்று கூறுவார்கள் இப்போ பார்த்தீர்களா என்ன நிகழ்ந்தது என்று !!! நாடு விட்டு நாடு கண்டம் விட்டு கண்டம் குறி வச்சு தாக்குது கொரோனா வைரஸ் சோ சாட்,Hope_speech,0
நான் லா நம்பா ஓரு ஷாப் லா தா வாங்குறன்ன்,Non_hope_speech,1
@ராபர்ட் ப் வெய்டே,Non_hope_speech,1
@முது சக்திவேல் வந்துடன் கோரா சொல்ல நா ரெண்டுமே சேனல் பாபே உனகு பிடிகளன பாகதே,Hope_speech,0
ஒம் சாய் ராம் ஞானல்,Hope_speech,0
மேக் மறுபடியம் பிர்ஸ்ட் லா இருந்த ???நம்மா வல்கை எத நோக்கி பொய்டு இருக்குனு தெரில யே🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,Hope_speech,0
@மனோபாலா மனோபாலா,Hope_speech,0
சைனிஸ் தயாரிப்பு இல்லாத போன் எதுவும் இல்லை. அப்படி ரோசம் அதிகமாக இருந்தால் ஒவ்வொருத்தரும் ஃபோனை தூக்கி எறியுங்கள்.எதுக்கு நமக்கு மானம் ரோசம்...,Non_hope_speech,1
மடன் தம்பி 8 பிஎம்,Hope_speech,0
அப்பா நமா டெவலப் அகரம்,Non_hope_speech,1
