text,label,label_enc
"Y finalizo:Se están promoviendo discursos de odio contra el colectivo #LGTBI, esos discursos son caldo de cultivo para agresiones homófobas. Los responsables de esto son la derecha política y mediática de la que V🤮X es el máximo exponente.#JusticiaParaSamuel#XustizaParaSamuel",NHS,1
Hoy no he podido estar en Madrid manifestándome. Pero espero que hayáis sido muches y que hayáis llenados las calles de colores #LGTBI. Nos veremos en la próxima. #StopLGTBIQfobia #StopHomofobia #JusticiaParaSamuel #XustizaParaSamuel,HS,0
"@Alvisepf @joseramirezdel2 Y los energúmenos del #LGTBI con pancartas como siempre obviando la verdad,sacando partido de la desgracia ajena. DEP",NHS,1
"No sois feministas, sois transfobas. Habláis de misoginia cuando vosotras la ejerceis porque una mujer tiene pene o esta operada. Es una mujer, me da igual lo que digan #LGTBI #Transfobia #TERFs",NHS,1
@Rafa_Hernando @marianorajoy @sanchezcastejon Ustedes están blanqueando el #fascismo y apoyando la #homofobia  ¿Es usted homófobo? ¿Está usted de acuerdo con la discriminación al colectivo #LGTBI en Hungría que apoyó su partido?,NHS,1
"@CarlaAntonelli Perdón debería pedirnos la sociedad por tantos siglos de persecución y castigo a las personas #LGTBI No daremos un paso atrás ni bajaremos la mirada. Por las que cayeron por nosotras, por las que están dando la cara y por las que vendrán ✊🏼🏳️‍🌈",HS,0
"@Alvisepf @vox_es Vaya, vaya, los salvajes y violentos de la ultraizquierda, y los mierdas de los chiringuitos #LGTBI haciendo manifestaciones de becerros",NHS,1
"@elisabeni @Ch3txu Ese tipo se discurso pone evidencia la necesidad de educar en cuestiones #LGTBI . Si alguien que se supone informada transmite esta idea propia de la ultra derecha ignorante, mal vamos.",HS,0
El Tribunal Supremo israelí da luz verde a la gestación subrogada de parejas del mismo sexo. #LGTBI,HS,0
"Pues si, hoy ha ganado el #Feminismo y la lucha #LGTBI Adiós @carmencalvo_  y @abalosmeco.",HS,0
"@ElHuffPost Algun@s quieren apropiarse de la palabra España para construir una utopia ultraderechista. Queridos, España somos todos nosotros, los de derecha, los de izquierda, el colectivo #LGTBI ,las señoras con moño, el del kiosko... somos las personas,y las personas somos diversas.",HS,0
"@zoidoJI Dentro de 24 años alguien tendrá que recordar a alguien #LGTBI en Hungría, al cual, con tu voto, has condenado a muerte",NHS,1
"@LeopoldoLopezG @EPPGroup También enviaron un memsaje de apoyo al gobierno homófobo de Hungría, que les seguirán dando alas en su persecución del colectivo #LGTBI",NHS,1
"@AnaToledo___ @sanchezcastejon @CarlaAntonelli Ya no por eso, por crear problemas y tensiones innecesarias en contra del buque insignia del PSOE, que es la ampliación de derechos y crear una sociedad más justa #LGTBI",HS,0
"@ivanalamarrana_ El problema es k al hacerte normativo dejas de ser tu mismo para k el mundo no #lgtbi te quiera y no te agreda. Pero vas a vivir una vida k no es la tuya ni vas a ser tu realmente. Es un ""amor"" tóxico. Por lo tanto,revisemos la #hipermasculinizacion del colectivo.",NHS,1
"@ivanalamarrana_ Se llama #transtornodestresspostraumatico y lo sufrimos entre otros la comunidad #lgtbi Pasa por recibir maltrato psiquico y/o fisico por ser #lgtbi ,es decir,por ser quien eres. La manera de afrontarlo para unos es visibilizarse y de otros hacerse normativos.",NHS,1
"@Javierito321 La comunidad #LGTBI ha pasado de luchar por el respeto a sus derechos, a agredir a quienes no compartimos sus conceptos.Algunos gobiernos son promotores y protectores de ello, pisoteando #DDHH y garantías.La simbiosis poder político y LGBTI, es muy peligrosa.#Libertad",NHS,1
Dios que largo se me ha hecho volver a casa de noche solo y vivo en le centro Gracias por sembrar miedo al colectivo #LGTBI,NHS,1
A @zoidoJI Ayer en el #Europarlamento usted apoyó la discriminación al colectivo #LGTBI al negarse a votar a las sanciones a #Hungria y las normas #LGTBIfobicas de Orbán ¿Es usted #Homofobo? ¿Apoya usted la persecución del colectivo LGTBI?#PP #LGTBIfobia #JusticiaParaSamuel,NHS,1
"Que en tu pueblo quemen dos banderas #LGTBI , es que queda mucho trabajo pero hacer. #StopLGTBIfobia",NHS,1
"@albertdomenech No podemos callar  estas injusticias #LGTBI+Q #STOPVIOLENCIADa igual tu género .Da igual tu clase social .Da igual ser joven o viejo. Da igual tus discapacidades. Da igual tu partido político, tu religión. Da igual tu raza.Da igual que sea un pájaro qué un león. 🚫🚫",HS,0
"Declaran acusados de homicidio. Eso no es involuntario, una jauría humana apaleando a una persona no es un accidente. Los amigos de Samuel Luiz y el colectivo #LGTBI deben hacer presión. Huele muy mal. #LasCosasClaras164 #JusticiaParaSamuel",HS,0
"@Darth_Sidious3 @News_lezo Llevo mucho diciendo que la proxima letra agregada al acrostico #LGTBI sera la P. De pederastas y poligamos (los musulmanes ya sabe, son sus costumbres).",NHS,1
#solos9jOpino como inmaNo le tengo miedo a la muerte y menos en 1 vida de mierda en la q vivimos.. Para mí la muerte es la corrección a lo q tendría q haber pasado : no nacer... Las personas #lgtbi a lo largo de miles de años han venido para sufrir #justiciaparasamuel,NHS,1
"Ayer,  los Eurodiputados de @populares  @jazarzalejos  @GabrielMatoA  @TonoEPP  @LeopoldoLopezG @delcastillop @IsabelBenjumea y @DolorsMM dieron en el #Europarlamento su apoyo implícito a la persecución del colectivo #LGTBI en #Hungria #PP #LGTBIfobia #justiciaparasamuel",NHS,1
"“TANTOS AÑOS PARA SALIR DEL ARMARIO, PARA QUE EN UNA NOCHE ME METAN EN UN ATAÚD “#StopHomofobia #StopLGTBIfobia #justiciaparasamuel #JusticiaPorSamuel #LGTBQ #lgtbi #LGTBIfobia",NHS,1
"Amigos #LGTBI  de la cárcel se sale! Del cementerio no! Fuera contemplaciones, si os atacan, a matar ya esta bien!",NHS,1
"Friendly reminder: las personas #LGTBI, al igual que todas las demás, tenemos derecho de legítima defensa.",HS,0
A #Hungría hay que decirle que NO queremos su #homofobia. No valen medias tintas. Decir NO a sus leyes homófobas es la mejor manera de reivindicar que somos verdaderamente liberales #lgtbi #europa #valores #libertad #tolerancia,HS,0
Si en otra vida pudiera elegir mi orientación elegiría ser de nuevo maricón. Sería la única forma de evitar al 100% convertirme en un homófobo de mierda. 🏳️‍🌈#StopHomofobia#justiciaparasamuel #LGTBI,NHS,1
@ContramediosSM @papaorgulloso3 @lanaturahumana @Frida71285222 @CarlosGarcaCue1 @Javier_Mantrana @Ruiz_Noticias Es Sudamérica delito ser gay????Jajajjaj ja pero si argentina Chile etc nos superan en leyes #lgtbi#OrgulloLGTBI#justiciaparasamuel,NHS,1
@MediaMarktGames @MeridiemGames De un tío que dice que debe de legislarse el  delito de odio hacia el colectivo #LGTBI y lo silencian del Programa de Ana Rosa @mediasetcom #OddworldSoulstorm,NHS,1
"Nada de medias tintas inútiles para cumplir el expediente y lavar la imagen. PEDAGOGIA, EDUCACIÓN, AYUDA A LAS VÍCTIMAS, INTEGRACIÓN SOCIAL Y, SOBRETODO... CASTIGO EJEMPLAR ANTE TODO TIPO DE VIOLENCIAS MACHISTAS Y LGTBIFÓBICAS#LGTBI #LeyTrans #ViolenciaDeGenero #TransRights",HS,0
@AntonellaMarty @AllOut Pues acaba usted de decepcionarme de una manera bárbara. Hungría no se opone a los derechos #LGTBI sino a los privilegios que demandan y al adoctrinamiento en las aulas. ¿#Liberqué?,NHS,1
"Me choca que separen las palabras, las cosas y servicios entre: heterosexuales y comunidad #LGTBI . ¡SOMOS LO MISMO, CARAY!",HS,0
"✊🏼Samuel somos todos🧟‍♂️La LGTBIfobia te sacude cuando menos te lo esperas‼️Te puede matar físicamente o emocionalmente🏳️‍🌈La #LGTBIfobia mata, pero el colectivo #LGTBI no pararemos de luchar por nuestros derechos y nuestras vidas",HS,0
"Si te preocupa que alguien (lo conozcas o no) ame o se acueste con alguien del mismo sexo, cis o no cis o su manifestación de género o creas que hay algo raro: EL PROBLEMA LO TIENES TÚ. HAZTELO VER. #ally #lgtbi #stophomofobia",HS,0
"150 metros de dolor, ensañamiento, violencia y odio al grito de #maricón. No hay debate. Nos tendrán de frente para que los derechos del colectivo #LGTBI no se pisoteen, ni en la calle ni en las instituciones. Justicia, reparación y educación. #justiciaparasamuel",HS,0
"Gracias @jesusmarana por aclarar qus los delitos de odio van asociados a los discursos de odio, y el incremento del más del 60% de los mismos en materia #LGTBI. #justiciaparaSamuel",NHS,1
"Los de #LGTBI saben que tienen esclavos que les recogen su basura ecológica, del lunes en #Madrid. Todo muy #VERDE",NHS,1
"@principitopeter Y lo q jamás debes hacer es eliminar rastro del Instagram y otras redes de que eres #lgtbi  por q ""se que no se nota y la única forma de que me den la paliza es q lo sepan por que me han visto en instagram sintiéndome  #OrgulloLGTBI  y foots mías realesEso es retroceder",HS,0
"Que homosexuales, trans, etc... No puedan ir tranquilos por la calle es algo inadmisible, lucho por un dia sin discriminaciones por ser quien tu eres. #justiciaparasamuel #LGTBI 🏳️‍🌈",HS,0
"Espero que ahora que muchos no se preocuparan por la #Eurocopa2021 , a ver si algunas voces influenciadoras hacen eco de su rechazo a la #Homofobia y dedican un minuto a la actualidad de agresiones contra el colectivo #LGTBI ... la voz de todos es necesaria. #justiciaparasamuel",HS,0
"Desde pequeña me han educado a respetar a las personas,me han educado para no tener prejuicios de NADA y a mirar a todo el mundo por igual y a creer en la libertad del ser humano.Tengo 2 culturas española/inglesa y alucino d lo k está ocurriendo en Spain.MI APOYO TOTAL A #LGTBI",HS,0
"A algunos se les olvida k grandes ilustres a lo largo de la historia han sido y son homoxesuales,grandes escritores, pintores, diseñadores etc.YO SOY HETERO TOTAL, Y ME NIEGO A QUE SE ATAQUE A LAS PERSONAS POR SU CONDICION SEXUAL.KIERO QUE LA GENTE SEA LIBRE EN EL AMOR #LGTBI 💓",HS,0
"@frangranadafilm @maestro_joao Exacto, ahora toca levantarnos SIN MIEDO.Yo soy hetero total, pero estoy con vosotros y tenéis mi apoyo total. #LGTBI un abrazo #samuel💓",HS,0
Recemos para que la palabra maricon que es un insulto para menospreciar a los gay deje de utilizarse en la sociedad y para que cualquier otro insulto denigrante para el colectivo #LGTBI desaparezca de nuestra sociedadAmén,HS,0
"No recuerdo mi vida sin amigxs #LGTBI Incluso cuando ellxs no habían salido del armario yo ya lo sabía. Por alguna razón siempre he tenido al colectivo cerca, desde niña, y siempre ha sido normal para mi. Quien no te quiera gay, hetero, gordo o flaco no te merece.",HS,0
"La homofobia, el machismo o el racismo no pueden ni deben tener cabida en nuestra sociedad. Esta es una tarea que nos incumbe a todos y todas.#JusticiaParaSamuel #LGTB #LGTBI #LGTBIQ 🏳️‍🌈",HS,0
"La gente podrá decir todo de Élite, pero por lo menos es una serie donde se puede apreciar que cualquiera puede querer y desear a quien le de la puta gana #LGTBI #Elite4 y repito menuda decepción con Pol Granch.",HS,0
"El padre tan solo os pidió que no llenaráis de banderas #LGTBI ni politizaráis la concentración en homenaje a Samuel. Sois tan sectarios, que os da igual lo que quiera un padre que acaba de perder a su hijo, y por daros igual, os da igual hasta Samuel. Me dais auténtico ASCO.",NHS,1
"Lo que debería ser ilegal es el odio no el amor,todos esos que se creen muy machos por discriminar o pegar a los gay simplemente son unos infelices , solo les deseo que algun día tengan un hijo Gay y vea cómo sufre su hijo por personas como ellos. #LGTBI",HS,0
No me puedo creer lo que está pasando en este país… la cultura del odio surte efecto. Orgullo en la respuesta del colectivo 🏳️‍🌈 #LGTBI en las manifestaciones de ayer. Retroceder: ni para coger impulso 💪🏼  Mucho ánimo a la familia y amigos de Samuel  #JusticiaPorSamuel 🖤,HS,0
Parece mentira que vivamos en el s. XXI y en un país desarrollado (en teoría)... Que triste que hayan tantas personas que no entiendan que el amor es simplemente amor. TODO MI APOYO HERMANOS Y HERMANAS. #YoSoySamuel #YoSoyBi #LGTBI #loveislove,HS,0
"Los únicos maricones de mierda sois esos cobardes que necesitáis ir en grupo de 10/12 energúmenos a agredir a unos pobres chicos que son superiores a vosotros en educación,respeto y valores, Sois unos mierdas de verdad. #JusticiaPorSamuel #Respeto #LGTBI",NHS,1
"Todos esos problemas  que hay a día de hoy con los maricas, maricones, lesbianas, tortilleras, camioneras y demás fauna no existía hasta que llegásteis los chiringuitos #LGTBI . El problema lo habéis creado vosotros para vivir del cuento. Y así os va. Totalmente divididos.",NHS,1
Ahora que sabemos que los asesinos de Samuel eran brasileños y nada tenía que ver con un asesinato homófobo debería salir el padre y cagarse en todo el colectivo #LGTBI por la repulsiva utilización política de la muerte de su hijo.,NHS,1
"En una Guanacaste aún muy cargada de costumbres y roles de género, el apoyo de la familia se vuelve aún más crucial para las personas LGBTIQ+. Ojalá cada vez más familias y personas diversas puedan caminar con la frente en alto. #Pride2021  #DiaDelOrgullo #OrgulloLGTBI",HS,0
#Orgullo2021 Mis amigos más queridos son parte de la comunidad lgbti!!! Y son las mejores personas que he conocido !!! Orgullosa siempre de ellos los amo!! #DiaDelOrgullo #OrgulloSiempre #OrgulloLGTBI,HS,0
"Entendamos que el significado de la lucha de #OrgulloLGTBI es Simplemente RESPETO.Dicho esto, Pueda que tengas los colores LGTBI pero si no respetas a los que no expresan su ""mucho"" o ""nulo"" apoyo como tu ... pues no entendiste absolutamente nada de su lucha.#Pride #Respect",HS,0
La defensa de los derechos y libertades del colectivo LGTBIQ+ es tarea de toda la sociedad. Tomar partido es una obligación. #OrgulloLGTBI #Orgullo2021,HS,0
"@Juan95205516 @hermanntertsch Tal vez por eso la humanidad está siendo exterminada por un Virus y una PLANDEMIA MUNDIAL... PARA ACABAR CON LA HUMANIDAD TAL Y COMO SE CONOCE Y SUSTITUIRLA POR ESTA RAZA HÍBRIDA, TRANSGENERA, TRANSGENICA, UNA MUTACIÓNEs algo digno de reflexionar.#OrgulloLGTBI #Orgullo2021",NHS,1
Por un mundo en el que todos y todas puedan ser quiénes quieran ser y amar a quiénes quieran amar🌈❤ #Orgullo2021 #OrgulloLGTBI,HS,0
"Feliz Día del #OrgulloLGTBI!Este día es para todxs, para lxs que ya “salieron” y lxs que aún no. Recuerda, “sal” cuando estés listx y puedas hacerlo, acá te estaremos esperando con los brazos abiertos! Y siempre vivan siendo leales a ustedes mismxs! Son válidxs y hermosxs! 🏳️‍🌈💖",HS,0
#JuntosSomosMas y mejores.Profesemos el amor y la igualdad con todas sus letras! Que el respeto y la tolerancia sea nuestro nuevo emblema para este camino en adelante. Porque cada uno es lo que es y eso se hace valer! #28deJunio #OrgulloLGTBI ver el avance y la aceptación.,HS,0
"Agradezco haber nacido en esta generación donde puedo decir ""la persona de la que estoy ciegamente es una mujer"".Y para todas esas personas que todavía no lo aceptan o piensan que esta mal ,sory pero comprense una vida y no opinen de la mía.#Orgullo #OrgulloLGTBI",HS,0
¿Salir del closet? En este día deseo que dejemos de suponer que la regla es ser heterosexual. #pride #OrgulloLGTBI,HS,0
"Yo le mando un 💋 y un 🤗 enorme en este mes del #Orgullo2021 #Orgullo #OrgulloLGTBI a todos, hombres, mujeres y personas no binarias, que no se dejan meter en la normatividad de la belleza que se nos impone. La belleza es subjetiva. Todos somos hermosos. Feliz día, mes y vida!",HS,0
"28 de junio #DiaInternacionalDelOrgulloLGBT , Día de honrar la memoria de los caídos por la lucha y reivindicación de derechos de dicha comunidad, y también de los asesinados y abusados por homofobia. Los crímenes siguen por lo que la lucha continúa !! #PrideDay #OrgulloLGTBI",HS,0
"Si eres de la comunidad LGBTTTIQ+ y tu familia no te acepta, a partir de hoy yo soy tu familia ♥️. Así sea conocernos por video llamada o presencialmente en algún café, te ofrezco mi apoyo, mi aliento y mi cariñoY estás segur@ conmigo ♥️. #Orgullo2021 #OrgulloLGTBI #LGBTTTIQ",HS,0
Me flipa que haya diputados del PSOE hablando de “fiesta” mientras su partido ataca al colectivo y miran para otro lado… #Orgullo2021 #OrgulloLGTBI,NHS,1
Hoy estoy orgullo de aceptarme como soy. Estoy orgulloso de mi mamá que se ha educado respecto a mi sexualidad y a la comunidad lgtb+. Estoy orgulloso de las personas que se quedaron conmigo y de toda persona que me da un espacio seguro. 🏳️‍🌈🏳️‍🌈 #Orgullo2021 #OrgulloLGTBI,HS,0
"A todes mis amigues y a quienes no tenga el gusto de conocer, #HappyPride #Pride2021 #LoveIsLove #Orgullo2021 #OrgulloLGTBI Que nunca tengan miedo de ser ustedes y de amar con todo su ser ❤️🧡💛💚💙💜🌈",HS,0
"No me gusta nada en lo que se ha convertido el #OrgulloLGTBI Algo tan bueno y necesario como defender derechos, igualdad, respeto y luchar contra la discriminación ha pasado a ser el negocio de unos cuantos a costa de muchos.#LGTBI #Orgullo #Orgullo2021 #Orgullo21",NHS,1
"Espero que un día nadie tenga que ""salir del armario"" porque ya no haya nadie que tenga que estar dentro.#OrgulloLGTBI",HS,0
"Para ser progresistas, tolerantes y denunciar la homofobia todos los hombres deberían ser sodomizados al menos una vez en su vida. #quetedenporculo #Orgullo2021 #OrgulloLGTBI #Orgullo",NHS,1
"🏳️‍🌈 🏳️‍⚧️ El día que la #homosexualidad, #bisexualidad, #transexualidad y el #lesbianismo no tengan que ser noticia, entonces, habrá normalidad.#LGTBI #Orgullo #Orgullo2021 #Orgullo21 #OrgulloLGTBI",HS,0
Feliz Día del Orgullo! Por que #Orgullo es #libertad #tolerancia #amor #igualdad #derechos #educacion #empatia  #HappyPride 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈💪💪💪💪 #OrgulloLGTBI  #OrgulloLGTBI,HS,0
La lucha sigue. Gracias por enseñarnos tanto. 🏳️‍🌈🏳️‍⚧️Todo el mundo debería vivir su vida e identidad sin discriminación ni miedo. Con LIBERTAD. 🏳️‍🌈Feliz Orgullo a TODXS! ❤️#pride #pride2021 #Orgullo2021 #Orgullo #OrgulloLGTBI,HS,0
"Soy tan afortunado de poder estar aquí celebrando el #pride #Pride2021 #PrideMonth . Se que muchos no pueden y por eso estamos aquí, luchando por nuestros derechos, porque nadie debería de fingir ser algo que no es 🏳️‍🌈 feliz día y mes del #OrgulloLGTBI a todes 😘",HS,0
"Nadie debería tener la necesidad de salir del closet, porque nunca debieron estar dentro.#visibilidad #OrgulloLGTBI",HS,0
"Orgulloso estoy de mi papá, que dejó  de lado lo que aprendió de crianza y me dio todo su apoyo cuando salí del closet.#pride #Pride2021 #pridecali #Orgullo2021 #Orgullo #OrgulloLGTBI #OrgulloSiempre #caligay",HS,0
"Hoy, en el día del #OrgulloLGTBI es necesario recordar:- A las mujeres lesbianas les atraen mujeres, no ""personas con ID fem"".- A las mujeres bisexuales nos atraen hombres y mujeres, no autoidentificados.- No existen las mujeres con pene.- No al borrado de la orientación sex.",HS,0
"🌈Feliz día del #Orgullo #OrgulloLGTBI #Orgullo2021 ¡Por un mundo donde sean y se sientan segurxs, felices y libres! ❤️🧡💛💚💙💜🤎🖤🤍🌈",HS,0
