text,label,label_enc
അവരെ മനസിൽ റാൻഡ് പിയർക്കും പുരുഷനോടാണ് അട്രാക്ഷൻ അല്ലാടെ അവ്രോഡ് ചോദികരുട് നിങ്ങളിൽ ആരാണ് വൈഫെന്ന് അവരെ ഉള്ളു മനസിലാകൂ അവർ തിരഞ്ഞെടുത്തട് ബെറ്റർ,Hope_speech,0
കട്ട വെയ്റ്റിംഗ് ഫോർ 1മില്യൺ 🥰,Non_hope_speech,1
ഒത്തുകളിക്ക് അഭിനന്ദനങ്ങൾ ആരെങ്കിലും പറയുമോ ?,Non_hope_speech,1
@സ് അവൻ താമസിച്ചപ്പോൾ,Non_hope_speech,1
കെവിൻ എന്തിനായ പഠിച്ചെൻവട്ടൻ,Non_hope_speech,1
ഹോമോ സാപിയൻ ഹോമോസാപ്പിയൻസ് ബിഎസ്ടി,Non_hope_speech,1
കെവിൻ കൂടുതൽ പഠിക്കാൻ ഉണ്ട്‌ 🤣🤣🤣,Non_hope_speech,1
സൂര്യമ്മ എന്നെ ഒന്നു ഹെൽപ്പ് ചെയ്യാൻ പറ്റുമോ ആകെ ബുദ്ധിമുട്ടില കഴിയുമെങ്കിൽ എൻഡെ നമ്പറിൽ ഒന്നു വിളിക്കോ 9645309364,Non_hope_speech,1
ഒരുപാട് വിലപ്പെട്ട ഇൻഫർമേഷൻ !!! ഡോക്ടറുടെ എല്ലാ വിഡിയോസും  ഞങ്ങൾക്ക് എല്ലാവർക്കും വളരെയേറെ  ഉപകാരപ്രദമാണ്...  നന്ദിയുണ്ട്...  ഇനിയും ഇത് പോലെയുള്ള വീഡിയോസ് പ്രതീക്ഷിക്കുന്നു...ന് ഈശ്വരൻ അനുഗ്രഹിക്കട്ടെ,Hope_speech,0
ലോകാവസാനം അടയാളം ഇതിനെ ഒക്കെ കാണുമ്പോൾ അതാ ഓർമ വരുന്നേ. ഷെയിം,Non_hope_speech,1
24 പ്രതേകം  ശ്രെദ്ധിക്കണം  കെവിനേ  പോലുള്ളവരെ  ചർച്ചക്ക്  വിളിക്കും പോൾ  കെവിൻ  പറയുന്നത്  എന്താണ്  എന്ന്  അദ്ദേഹത്തിന്  പോലും  അറിയില്ല... കണ്ടിരിക്കുന്നവർക്കും  കെവിൻ  പറയുന്ന  ഒരു  പിണ്ണാക്കും  മനസിലാക്കുന്നില്ല....,Non_hope_speech,1
ഈ ലോകത്ത് എല്ലാവർക്കും  ഫ്രീഡം ഉണ്ട്,Non_hope_speech,1
നൂറിൻ സ്ക് യന്റുകൊണ്ട്,Non_hope_speech,1
ഗേ ആയാൽ എങ്ങനെ തിരിച്ചറിയും,Non_hope_speech,1
ഒരു പാട് ആളുകൾക്ക് ഉണ്ടായ അനുഭവം ആണ് നികേഷ്  പറഞ്ഞത് അനുഭവം ഉള്ളവർ പറയാൻ മടിക്കുന്നു,Hope_speech,0
കെവിൻ മോനെ എണീറ്റു പോടാ ഊളെ..അൽപബുദ്ധിക്കാരാ,Non_hope_speech,1
എൽജിബിടിക്കിയ ന്ഇത് കൂടാതെ ഇനിയുമുണ്ട്... സെക്സുവൽ ഓറിയന്റേഷൻ,Non_hope_speech,1
പറഞ്ഞതിൽ പലതും ശുദ്ധ മണ്ടത്തരങ്ങൾ  ആണ്,Non_hope_speech,1
നികേഷ് എന്നാ പൊളിയാ,Hope_speech,0
ഒന്നു കാളജിറ്റ് പോഡ,Non_hope_speech,1
അല്ലാ നെ ടുന,Non_hope_speech,1
നൂറുശതമാനവും ഇറക്കുമതിയിലെ ആശ്രയിക്കുന്ന വൻ വികസിത രാജ്യങ്ങളും കൂടി ഉണ്ട് ഉദാഹരണം ദുബായ്  സ്വിറ്റ്സർലാൻഡ് അറബ് രാഷ്ട്രങ്ങൾ എന്നാൽ ഇറക്കുമതിയിൽ ഇല്ലാഞ്ഞിട്ടും ദരിദ്ര രാഷ്ട്രങ്ങൾ ഉണ്ട് ഉദാഹരണം ഇറക്കുമതി പറഞ്ഞ ആഫ്രിക്കൻ രാജ്യങ്ങൾ ഇവയെ കുറിച്ച് ഒരു വീഡിയോ ചെയ്താൽ നന്നായിരിക്കും അതായത് ഇറക്കുമതിയും കയറ്റുമതിയും ഇറക്കുമതിയും,Non_hope_speech,1
ആരാന്റെ ബെഡ് റൂമിൽ ഒളിഞ്ഞു നോക്കി കമന്റ് ഇടാൻ നാണക്കേട് തോന്നുന്നില്ലേ ഊള കാക്കാ,Non_hope_speech,1
ക്സെബ്ഡർ നാൻ ഡിലീറ്റഡ്,Non_hope_speech,1
ചേട്ടന്റെ നംബർ താരോ,Non_hope_speech,1
ഞാൻ എല്ലാ പച്ചക്കറികളും സോപ്പ് ഇട്ട് കഴുകി ആണ് ഫ്രിഡ്ജ് ലോക്കെ വെക്കുന്നത്. പാക്കറ്റ് സാധനങ്ങൾ മുൻകൂട്ടി വാങ്ങി വെച്ച് അഞ്ചോ ആറോ ദിവസം കഴിഞ്ഞ് ഉപയോഗിക്കുന്നു.,Non_hope_speech,1
@കെഎംഡബ്ല്യു റൈഡർ വെജിറ്റബിൾസ് ആൻഡ് ഗ്രോസറീസ് ഒക്കെ കൊണ്ടു വന്നു ഉടനെ യുഎസ്ഇ ചെയ്തിരുന്നോ?,Non_hope_speech,1
കുറച്ച് വൈറസ് ശരീരത്തിൽ കയറിയാൽ  അടുത്ത ദിവസം പെരുകി കുടുത്തളവിലെ,Non_hope_speech,1
ഇഇ കോട്ടിട്ട ആലു എന്തുവ പറയുന്നെ,Non_hope_speech,1
@മേഘ ബെഞ്ചമിൻ സെക്സുവാലിറ്റി ബുദ്ധിയുള്ളവർക്കും ഇല്ലാത്തവർക്കും ഉള്ള കാര്യമാണ്,Non_hope_speech,1
ബ്രോ പബ്ഗ് ബാൻ ആകുമോ,Non_hope_speech,1
@ശരണ്യ ഭാസ്കർ മദം ഡിആർ ആനോ,Non_hope_speech,1
@അഖിൽ ദേവ് ഗേ ആണോ,Non_hope_speech,1
സുപ്രീം കോർട്ട് ചെയ്ദ നിയമം തെണ്ടിത്തരമൈ അൻ നാൻ കാണുന്നാട് കരണം ഇഇ ലോ കൊണ്ട് വന്നാൽ ഹിവ് കൂടുതൽ കണ്ടുവരും പശ്ചാത്യ രാഷ്ട്രത്തിൽ ഹിവ് ഇഇ കരണം കൊണ്ട് ധയാദ് ഉസ ഇഇ ലോ കൊണ്ട് 30 ലക്ക് ഒളം അൽക്കർ ഹിവ് കെ പിടിവറ്റിടുണ്ട് പിന്നെ ഓറോ വർഷവും 3ലക്ക് സ്റ്റുഡെന്റ്സ് അബോർഷൻ ചെയ്യപെടുന്നുണ്ട് എന്നൻ കനക് അഡ്കൊണ്ട് ഇഇ ചാടി ഇന്ത്യ കരോഡ് വേണ്ടില്ലായിരുന്നു സുപ്രീം കോർട്ട് ഇവ്ടെ 18 എജിഇ  ലേഡി കും 21 എജിഇ അയ ബോയ്സിനും കല്യാണം എന്ന ഓപ്ഷൻ ഉണ്ടല്ലോ പിന്നേണ്ട് കൊണ്ടൻ ഈമടിരിയുള്ള ചെറ്റ ലോ ഗാൽ,Non_hope_speech,1
@ശബരീഷ് ബിഎസ് മണ്ടത്തരം ഒനും ഇഗനയ് വിളിച്ചു പറയലയ് ബ്രോ,Non_hope_speech,1
ഇപ്പോഴും ഇടെ അംഗീകരികൻ കഴിയത അലുകൾ ഉണ്ടല്ലോ കേരളത്തിൽ. ഇട്ടാനോ ചമ്പൂർണ്ണ സചരത,Hope_speech,0
സത്യം ആണോ 🤔,Non_hope_speech,1
എന്ന  നിന്റെ വാപ ടിപ്പു സുൽത്താനോട് പോയ് ഒണ്ടക്ലൻ പാര കല്ല ജിഹാദി സുടപ്പോ,Non_hope_speech,1
പാലുണ്ണി വളരെ വളരെ വലുതായി ..യിതു എന്ത.. പ്ലീസ്,Non_hope_speech,1
@അക് വിസാർഡ് ബി എകെഎസ്പി എന്നൽ പദം കയതുമ്പോ നല്ല ടൈം പിടികും,Non_hope_speech,1
ധൈര്യമായി മുന്നോട്ട് പോകൂ... നിങ്ങളെപോലുള്ളവരെ സപ്പോർട്ട് ചെയ്യാൻ വിദ്യാഭ്യാസം ഉള്ള സമൂഹം മുന്നോട്ട് വരും.,Hope_speech,0
സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ.... ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോ,Hope_speech,0
ടിക്ക് ടോക്ക് നു പകരം റോപ്പോസോ ഉപയോഗിക്ക്. ഇന്ത്യൻ ആപ്പ്,Non_hope_speech,1
@മിനിഷ് കെ ജോണ് കെ ജോണ് അതെന്താട തയോളി.. ഹിന്ദു നാമെ ഇട്ടാ സംഘി ആകുവോ..പട്ടി നായിന്റെ മോനെ.. നീ പറയുന്നെ അപ്പോ നിന്റെ മതം മാത്രം മധിയോ ഇവ്ടെ..അതോ നിന്റെ മതം മാത്രം ആനോ ഷെറി ഇരപ്പ അച്ചായായാ ജോണ് കുന്നിയെ,Non_hope_speech,1
ആഷിദ ചേച്ചി ഇ റിയലി ലൈക്ക് ഉ... ഞങ്ങടെ സിഎൽജിആയിൽ വന്നിട്ട്ണ്ട് ചേച്ചി ....സംസാരം കെറ്റ് കൊണ്ടിരിക്കാൻ നല്ല രസൻ,Non_hope_speech,1
@മുഹമ്മദ് അട്ട് അഹ് ബുക്ക് ന്റെ നാമെ ഓൺ പറയവോ..എനികൊന്ന് വയികണം,Non_hope_speech,1
നിങ്ങളോട് ആണിനെ കെട്ടണം എന്ന് ആരോ നിർബന്ധിച്ചു എന്ന മട്ടിലാണ് നിങ്ങളുടെ കമന്റ്.ന്ന്ഇഷ്ടമുള്ളവർ തമ്മിൽ വിവാഹം ചെയ്യാൻ സ്വാതന്ത്ര്യം ഉണ്ടാകണം എന്നാണ് നികേഷ് പറഞ്ഞത്.ന്ന്അല്ലാതെ ഇനി മുതൽ എല്ലാ ആണും ആണിനേയും എല്ലാ പെണ്ണും പെണ്ണിനേയും കെട്ടണം എന്നല്ല.ന്ന്വെറും ലൈംഗികതയ്ക്കാണ് ഇവർ കെട്ടുന്നത് എന്നത്കൊണ്ട് നിങ്ങളെന്താ ഉദ്ദേശിക്കുന്നത്?ന്ന്വെറും ലൈംഗികതയ്ക്ക് വേണ്ടി തന്നെ ആണോ പെണ്ണോ ട്രാൻസ് വ്യക്തിയോ ഒക്കെ കെട്ടി എന്ന് തന്നെയിരിക്കട്ടെ,Hope_speech,0
ജീവിതം അവസനിക്കുന്നതുവരെ രണ്ടുപേരും സന്തോഷമയ് കഴിയട്ടെ എന്ന് ആത്മർഥമായിട്ട് ആഗ്രഹിക്കുന്നു,Non_hope_speech,1
ചിലർ അങ്ങന ട്യൂണ് ചെയ്യാൻ നോക്കും നല്ല തേരി പറഞ്ഞു ഓടിച്ചൽ മതി.,Non_hope_speech,1
ആർക്കും ഈ അവസ്ഥ വരാതെ ഇരിക്കട്ടെ...... പച്ച പാവങ്ങൾ......,Non_hope_speech,1
മോഹനൻ വൈദ്യൻ ഇവിടെ വന്നപ്പോൾ അമേരിക്കയിൽ പോകാൻ ഒരു കോട്ട് തച്ചു എന്ന് പറഞ്ഞായിരുന്നു. ആരേലും ചോദിച്ചാൽ ആ കോട്ട് ഒരു പൊട്ടന് കൊടുത്തുന്നു പറഞ്ഞേക്കു. പൊട്ടനെ കാണാൻ ഈ എപ്പിസോഡ് കണ്ടാൽ മതി,Non_hope_speech,1
സർ എത്ര മിനിട്ട് വരെ വയറസ് പുറത്ത് ജീവിക്കും,Non_hope_speech,1
അവതരിക നാമെ എന്തണവോ,Non_hope_speech,1
@മേഘ ബെഞ്ചമിൻ നിങ്ങളെ പോലുള്ളവർ നാളെ ഇതുപോലെ ആകാതിരിക്കാൻ,Non_hope_speech,1
അഗാന ഒരിക്കല്ലും കൊടുവരന്ന് പറ്റില്ല... അത്ത് 2പാർക്കും ഒരുപൊള്ള തോന്നന്നം,Hope_speech,0
ഞാനും ഒരു ഹോമോസെക്സുവൽ ആണ് എനിക്ക് ഒരിക്കലും അതിൽ റിഗ്രീറ്റ് തോന്നിയിട്ടില്ല,Hope_speech,0
@മുബാഷിർ ജെആർ ഏതു മതത്തിലെ ദൈവമായാലും എല്ലാം കണക്കാ.... റിലിജിയൻ ഐഎസ് പോയിസൺ,Non_hope_speech,1
കോഴിക്കോട്ടുകാർ അരോക്കി ഇന്ദ് ഇവ്ടെയ്,Non_hope_speech,1
സുനിൽ ജോർജ് എന്റെ ഓപ്പിനിയൻ ശരിക്കും വയിക്കു ടീച്ചറെ... ഇവർക്ക് എന്നല്ല ആർക്കും അവരവരുടേതായ സ്വതന്ത്ര്യത്തിൽ ഇവിടെ ജീവിക്കാം... ഇവർക്ക് കുട്ടികളെ വേണം എടുക്കണം എന്നൊക്കെ പറഞ്ഞാൽ??? എഎ കുട്ടിയും ഇവരെ പോലെ ആയി.... അതു പിന്നെ ഒരു സമ്പ്രദയമായി മരണമെന്നാണോ തങ്കൾ പറയുന്നെ?,Non_hope_speech,1
ഇഇ കോട്ടിട്ട മൈറാൻ ഏത🤣,Non_hope_speech,1
@അക്കു ഇക്കു അല്ല നിന്നായ ഉദ്ദേശിച്ചേ,Non_hope_speech,1
പോലീസുകാരൊക്കെ വെറും മാടമ്പി സ്വഭാവക്കാരാണ്.,Non_hope_speech,1
@ദിനി മിഥുൻ  നിനക്കെന്താ ഇത്ര ചൊറിച്ചിൽ നിന്റെ ലൈൻ ആണോ,Non_hope_speech,1
സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ.... ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോ,Hope_speech,0
@ജിനേഷ് വിപി കൊള്ളാലോ കളി..  ഡീറ്റെയിൽസ് തന്നാൽ നീ എന്നെ ഒലത്തുമോ..  ഇത് നല്ല രസമുണ്ടല്ലോ..  പറമ്പത്ത് കുട്ടിയും കോലും കളിക്കുന്ന പിള്ളേരോട് പറ..,Non_hope_speech,1
ഒരു ചുക്കും ചെയ്യില്ല ഇന്ത്യ വെറുതെ ഓലപ്പടക്കം പൊട്ടിക്കുക നമ്മുടെ 20 ആളെ അവർ കൊന്ന് ഇനി 200 ആളെ നമ്മൾ കൊള്ളുക എന്നിട്ടുമതി തള്ള്,Non_hope_speech,1
കെവിൻ എന്ന് പറയുന്ന ഈ ഊള ഏതാണ്,Non_hope_speech,1
കൊറോണ വിചാരികുന്നതും  ഇതാണ്   എങ്ങനെ  മനുഷ്യനെ  ഇല്ലാതാക്കാം,Non_hope_speech,1
@ംഹ്ദ് വിടിവൈ തങ്ങൾക്ക് അവശ്യമുള്ള സിഎംഎന്റ് ഇട്ട പോരെ വേർത്തെ പല്ലിന്റെ എഡൽ കുത്തി മണപ്പികനോ,Non_hope_speech,1
അയ്യോടാ..എന്ത് പാവമാണ് ഇവർ രണ്ടു പേരും..നികേഷ് സംസാരിക്കുമ്പോൾ സോനു നോക്കുന്നത് കണ്ടാൽ അറിയാം അവർ തമ്മിലുള്ള സ്നേഹം..ഒരു പെൺകുട്ടിയെ വിവാഹം കഴിക്കാൻ വീട്ടുകാർ നിർബന്ധിച്ചിട്ടും ഒരു പങ്കാളി ചതിച്ചിട്ടും  സ്വയം മനസ്സിലാക്കി അതിനെ എതിർത്ത നികേഷിനോട് ബഹുമാനം തോന്നുന്നു ന്നിങ്ങൾ നന്നായി ജീവിക്കു‍‍,Hope_speech,0
@നിഹാൽ കെപി കേരളത്തിൽ ഐസിസിലേക്ക് തീവ്രവാദറിക്രൂട്മെന്റ് നടക്കുന്നു എന്ന പച്ചയായ പരമാർത്ഥം എങ്ങനെ ആണ് വർഗീയം ആവുന്നത്🤔..മോൻ അതിനെ ഓണസദ്യയും,Non_hope_speech,1
@ജിംനാസ്റ്റിക്സ് അലൂദ് നിൻ്റെ അച്ചനും അമ്മക്കും വിദ്യാഭ്യസം ഉള്ളതു കൊണ്ടാണു നീ ഉണ്ടായത് ചക്കെ,Non_hope_speech,1
ഹാപ്പി വെഡിംഗ് ആനിവേർസറി സൂര്യമ്മ.. എനിയും കുറെ കലം 2 ആളും ദീർഗൌസായിരികട്ടെ .ദൈവം അനുഗ്രഹികട്ടെ 2 ആലേം. നിങ്ങൾഡെ കമ്യൂണിറ്റി കും സൊസൈറ്റി കും നിങ്ങൾ 2 അലും ഒരു മാത്രക അയി മരട്ടെ.,Hope_speech,0
@വി പ്. റോയ് ഓഹ് മൈ ഫെലോ ..ക്രിസ്ത്യാനിറ്റി ഇൽ ജാതി ചിന്തയെ കുറിച്ച് പറയുമ്പോൾ ഇസ്ലാമിന്റെ പെണ്ണ് കെട്ടു പറഞ്ഞു ഡൈവർട്ട് ചെയ്യല്ലേ....,Non_hope_speech,1
ഞാൻ ഒരുപാട് തവണ സ്പെന്റ്‌ ചെയ്യുന്നത് ഹെലോ ആണ്‌.. അത് ബാൻ ആയി... അതിന് പകരം യൂസ് ആക്കാൻ  പറ്റുന്ന നല്ല ആപ്പ് പറഞ്ഞു തരാമോ..,Non_hope_speech,1
@മാനു മാനു സുഹൃത്തേ അതാണ്‌ ഞാന്‍ പറഞ്ഞതും,Non_hope_speech,1
രണ്ടലും ലൈഫ് പൌലിക്,Hope_speech,0
സൂര്യ ഗുഡ്.  കഴിഞ്ഞ കാലം ഓർക്കുന്നതാണ്  ഏറ്റവും വലിയ കാര്യം.  ഗോഡ് ബ്ലെസ് ഉ,Hope_speech,0
പ്രകൃതി എന്താണ് സഹോ?ന്ന്എന്താണ് ഇതിൽ പ്രകൃതി വിരുദ്ധം ആയിട്ടുള്ളത്,Non_hope_speech,1
നിങ്ങളുടെ മതം കാരണം,Non_hope_speech,1
ആഞ്ചോറർ കൊല്ലം,Non_hope_speech,1
ഇ കാൽ വങ്ങല്ല്ലി,Non_hope_speech,1
സർ ഞാനുമായി സമ്പർക്കം പുലർത്തിയ എന്റെ സുഹൃത് ഇപ്പോൾ കോവിഡ് പോസിറ്റീവ് ആണ്. ന്ഞാനിനി എന്തൊക്ക കാര്യങ്ങൾ ചെയ്യണം.,Non_hope_speech,1
@സുഹൈൽ പിഎ എൻഎൻആർസി സിഎഎ ഇവിടെ നടപ്പാക്കി വരുന്നുണ്ട് അതുകൊണ്ടാണ് കോറെ ബംഗ്ലാദേശി പട്ടികൾ ഒക്കെ പോയത്.....  ഇന്ത്യ യെ വെറുക്കുന്ന കോറെ പീരകൾ ഷഹീൻ ബാഗും മറ്റും കൊണ്ടുവന്നു....  പിടിച്ചു എണ്ണക്കിലൊഴിച്ചുകൊടുത്ത് ചുണകുട്ടികൾ..... ന്നേട മ്വോണ് പാകിസ്ഥാനിൽ പോയിട്ടു ജിഹാദികളെ തീരത്തവർക്ക് വലിഞ്ഞു കേരി വന്ന വാനങ്ങളെ എടുത്ത് കളയുക എന്നത് വലിയ കാര്യമൊന്നുമല്ല....  ഇന്ത്യ ഭരിക്കുന്നത് ആർഎസ്എസ് ആണ്  ....... ഇന്ത്യ  ഞങ്ങടെ തന്തയുടെ വകതന്നെ.....,Non_hope_speech,1
സിർ പാലുണ്ണി എങ്ങനെയാ നാച്ചുറൽ ആയി ഒഴുവക്കാം,Non_hope_speech,1
സർ വിലപ്പെട്ട അറിവുകൾന്ഞാൻ ഇപ്പോ ക്വാറന്റനിലാണ് വിദേശത്ത് നിന്ന് വന്നിട്ട് 20 ദിവസം കഴിഞ്ഞു. ആദ്യം 7 ദിവസം സർക്കാർ ക്വാറന്റെൻ അത് കഴിഞ്ഞ് എന്റെ വീട്ടിലെ ഭാര്യ മക്കളെ അവരുടെ വീട്ടിൽ പറഞ്ഞയച്ച് ഞാൻ ഒറ്റക്ക് വീട്ടിലാണ്. 14 ദിവസം കഴിഞ്ഞ് ഹെൽത്ത് പറഞ്ഞു ഇനിയും 14 ദിവസം വീട്ടിൽ തന്നെ ഇരിക്കണമെന്നും നിക്കൾക്ക് ഭാര്യയെ വിളിക്കാമെന്നും 10 വയസ്സിന്ന് താഴെയുള്ള മക്കളായത് കൊണ്ട് അവരെ വിളിക്കരുതെന്നും ഞാൻ ആകെ 28 ദിവസമാകാൻ കാത്തിരിക്കയാണ്.ന്സാറിന്റെ മുമ്പേ ത്തെ ഒരു വീഡിയോയിൽ ഞാൻ കേട്ടു ഒരാൾ രോഗിയാണെങ്കിലും 14 ദിവസം കഴിഞ്ഞാൽ മറ്റൊരാളിലേക്ക് പകർത്താനുള്ള കഴിവില്ലെന്ന് .ന്അപോൾ 28 ദിവസം എന്തിനാണ് ആവശ്യം ?,Non_hope_speech,1
നെങ്ങൾ പരാൻഹാഥ് ശരിയാണെന്ന് ആദ്ധ്യം ഗെയ്നെ കുറിച്ച് വ്ജരിക്കുമ്പോ തോന്നിയിരുന്നു ബട്ട് അവർ ജന്മനായ അങ്ങനെയാണ്....അത്ത് നോക്കുമ്പോ അവർ പാവങ്ങളല്ലേ....എല്ലവരും ഗോഡ് ക്രിയേഷൻസാണ്,Hope_speech,0
കുറേ പട്ടാളക്കാർ കഷ്ടപ്പെടുന്നു ... ഞാനടക്കമുള്ള കുറേ പേർ രാജ്യസ്നേഹം പറഞ്ഞിട്ടും ചൈനയുടെ ഉൽപ്പന്നങ്ങളും ആപ്പുകളും ഡെയിലി യുഎസ്ഇ ചെയ്യുന്നു .. അവയൊക്കെ ബഹിഷ്കരിക്കാൻ കഴിവതും ശ്രമിക്കും..,Non_hope_speech,1
അപ്പോ ബോയ്നെ നിങ്ങൾ ന്ത് അയി അനു കണുന്നെ ...ബോയ് അയി ഒരു വികാരോം കനില്ലെ,Non_hope_speech,1
റിമൂവ് ചിന ആപ്പ്  ഞാൻ ആദ്യം ഇൻസ്റ്റാൾ ചെയ്തിരുന്നു ഇത് വെച്  ചൈൻസ് ആപ്പ് പെട്ടന്ന് കണ്ടു പിടിക്കാൻ പറ്റി ന്ബോയ്കോട്ട് ചിന,Non_hope_speech,1
ഇല്ലഗിലും... നല്ലാതെ.. പറയുന്നവരെ... ആർക്കും... കണ്ടുകൂട... അവിടെയും.. ഉണ്ടാകും.. ദ്രോഹികൾ,Non_hope_speech,1
@ഒരു മലയാളി  പോയി കുണ്ണയെട്ത്ത് ആട്ട് മയ്രേ,Non_hope_speech,1
ന്തോകെ പറഞ്ഞല്ലും നമ്മ സിംഗിൾ പസാങ് തേനെ.ന്*സിംഗിൾസ് ലൈക്ക് അടി മക്കളെ.ന്,Non_hope_speech,1
ഈ  സന്തോഷം എന്നും  ഉണ്ടാവട്ടെ  സഹോദരി,Hope_speech,0
@ഹെംലിൻ ഇമാനി എങ്കിൽ ഞാൻ ടിവി തല്ലി പൊട്ടിക്കും,Non_hope_speech,1
@ശ്രീകേശ് മോഹനൻ മതം ഇല്ലാത്ത യുഎസ്എസ്ആർ,Non_hope_speech,1
ഭാരത് മത്ത കി ജെയ്,Non_hope_speech,1
ഇന്ത്യ ഓവർ പോപ്പുലേറ്റഡ് അല്ലെന്നോ ഇതാനീ മന്ദൻ .1.33 ബില്ലിയൻ ആയി ഇനി എങ്ങോട്ട പോകണ്ടേ നമ്മുടെ 3 ടൈം സൈസ് ഉള്ള ചിന വരെ 1.40 ബില്ലിയൻ ആണ്.,Non_hope_speech,1
സുഖമായി 7.8 മണിക്കൂർ ഉറക്കം കണ്ടിന്യൂ ആയിട്ട് ഉറങ്ങണം എന്നുണ്ടോ ഡിആർ?,Non_hope_speech,1
മെസെന്ജറിൽ കുണ്ടന്മാരുടെ മെസേജ് വരുന്നവർ ഉണ്ടെങ്കിൽ ചറപറാ അടിമക്കളെ ലൈക് 🤣,Non_hope_speech,1
ഇതൊകയ് എൻജിനയ് അംഗീകരിയ്കൻ പറ്റും,Non_hope_speech,1
@ഒരു മലയാളി താനേതാടാ...?ന്രാഷ്ട്രീയം വീട്ടീന്നാ പറയണ്ടേ???,Non_hope_speech,1
ജെയ് പബ്ഗ് എനിയില്ല... ജെയ് ഭാരത് മത്ത,Non_hope_speech,1
അതിന് പബ്ഗ് ചൈനീസ് ആപ്പ് അല്ല... കൊറിയൻ ആപ്പ് ആണ്...ചൈനീസ് കമ്പനി ആയ ടെൻസെന്റിന് 10% ഷെയർ ഉണ്ട് ...അത്താ എല്ലറും ചൈനീസ് ആണെന്ന് പറയുന്നത്... ന്നമ്മൽ പബ്ഗ് കളിച്ചാൽ കുയപ്പമൊന്നും ഇല്ല... പബ്ഗ് കളിക്കുന്നവര് കാഷ് കൊടുത്ത് എന്തെങ്കിലും വാങ്ങിയാൽ അതിന്റെ 10% ചൈനീസ് കമ്പനി കെകെ പോകും,Non_hope_speech,1
ബ്രൂ നെഗൽ ഇ പറയുന്ന ആപ്പ് ഒക്കെ ഇന്ത്യൻ ആനോ,Non_hope_speech,1
